Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"W TOBLER","Significance of vitamin D in pediatrics",1958,"Internationale Zeitschrift fur …","pubmed.ncbi.nlm.nih.gov","https://pubmed.ncbi.nlm.nih.gov/13598569/","",785,"2021-12-14 16:19:11","CITATION","","","",,,,,0,0.00,0,1,63,"","",""
1,"W Tobler","Lambert's Notes on Maps, 1772",1972,"Introduced and translated, Michigan Geographical …","","","https://scholar.google.com/scholar?cites=14757975005780354922&as_sdt=2005&sciodt=2007&hl=en",584,"2021-12-14 16:19:11","CITATION","","","",,,,,1,0.02,1,1,49,"","","https://scholar.google.com/scholar?q=related:aqehnxPczswJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
0,"WP TOBLER","POTENTIAL IMPROVEMENTS TO ARC-FURNACES FOR STEELMAKING",1967,"J FOUR ELECT, DEC. 1967,--10--, 281-287","","","",648,"2021-12-14 16:19:11","CITATION","","","",,,,,0,0.00,0,1,54,"","",""
2,"WT Tobler","A percutaneous, minimally invasive fusion technique for anterior interhody fusion at L5-S1",2006,"J Neurosurg","","","https://scholar.google.com/scholar?cites=11875314021343092840&as_sdt=2005&sciodt=2007&hl=en",528,"2021-12-14 16:19:11","CITATION","","","",,,,,2,0.13,2,1,15,"","","https://scholar.google.com/scholar?q=related:aOBeLi-XzaQJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
0,"SM Weil, A Olivi, AL Greiner, WD Tobler, HC Parekh, ...","Radiosensitive giant cell tumour of the sphenoid bone",1982,"J Neurosurg","","","",641,"2021-12-14 16:19:11","CITATION","","","",,,,,0,0.00,0,6,39,"","","https://scholar.google.com/scholar?q=related:6rT4cvhm_eQJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
3,"D Horvat, WE Tobler","Bond graph modelling and computer simulation of automotive torque converter",1985,"J of The Franklin Inst","","","https://scholar.google.com/scholar?cites=7337699570490971637&as_sdt=2005&sciodt=2007&hl=en",451,"2021-12-14 16:19:11","CITATION","","","",,,,,3,0.08,2,2,36,"","","https://scholar.google.com/scholar?q=related:9ZWm7-G-1GUJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
11,"M Cao, KW Wang, L DeVries, ...","Steady state hydraulic valve fluid field estimator based on non-dimensional artificial neural network (NDANN)",2004,"J. Comput. Inf …","asmedigitalcollection.asme.org","https://asmedigitalcollection.asme.org/computingengineering/article-abstract/4/3/257/445339","https://scholar.google.com/scholar?cites=15824434205143295275&as_sdt=2005&sciodt=2007&hl=en",158,"2021-12-14 16:19:11","","","","",,,,,11,0.65,3,4,17,"An automatic transmission (AT) hydraulic control system includes many spool-type valves that have highly asymmetric flow geometry. A simplified flow field model based on a lumped geometry is computationally efficient. However, it often fails to account for asymmetric flow …","https://asmedigitalcollection.asme.org/computingengineering/article/4/3/257/445339","https://scholar.google.com/scholar?q=related:K2UbcRGvm9sJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
38,"M Cao, KW Wang, Y Fujii, ...","A hybrid neural network approach for the development of friction component dynamic model",2004,"J. Dyn. Sys., Meas …","asmedigitalcollection.asme.org","https://asmedigitalcollection.asme.org/dynamicsystems/article-abstract/126/1/144/445537","https://scholar.google.com/scholar?cites=8133445474752570888&as_sdt=2005&sciodt=2007&hl=en",96,"2021-12-14 16:19:11","","","","",,,,,38,2.24,10,4,17,"In this research, a new hybrid neural network is developed to model engagement behaviors of automotive transmission wet friction component. Utilizing known first principles on the physics of engagement, special modules are created to estimate viscous torque and asperity …","https://asmedigitalcollection.asme.org/dynamicsystems/article/126/1/144/445537","https://scholar.google.com/scholar?q=related:CKaiApHN33AJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
154,"…, X Chen, X Zhang, H Jiang, W Tobler","Dynamic modeling and simulation of a dual-clutch automated lay-shaft transmission",2005,"J. Mech …","asmedigitalcollection.asme.org","https://asmedigitalcollection.asme.org/mechanicaldesign/article/127/2/302/461905","https://scholar.google.com/scholar?cites=16836537982351652880&as_sdt=2005&sciodt=2007&hl=en",19,"2021-12-14 16:19:11","HTML","","","",,,,,154,9.63,31,5,16,"This paper presents a systematic model for the simulation and analysis of a power-shift transmission that features a dual-clutch design. The paper models the kinematics, dynamics, and control of the transmission for the analysis of powertrain overall performance and shift …","https://asmedigitalcollection.asme.org/mechanicaldesign/article/127/2/302/461905","https://scholar.google.com/scholar?q=related:EDhxVRdmp-kJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
51,"Y Zhang, X Zhang, W Tobler","A systematic model for the analysis of contact, side slip and traction of toroidal drives",2000,"J. Mech. Des.","asmedigitalcollection.asme.org","https://asmedigitalcollection.asme.org/mechanicaldesign/article-abstract/122/4/523/476967","https://scholar.google.com/scholar?cites=17866693084707460401&as_sdt=2005&sciodt=2007&hl=en",48,"2021-12-14 16:19:11","","","","",,,,,51,2.43,17,3,21,"This paper presents a systematic model for the design and analysis of toroidal traction drive continuously variable transmissions (CVT). The contacts between the input disk, the roller and the output disk of the traction drive are formulated using the classical Hertzian contact …","https://asmedigitalcollection.asme.org/mechanicaldesign/article/122/4/523/476967","https://scholar.google.com/scholar?q=related:MZXq4LI-8_cJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
52,"Z Zou, Y Zhang, X Zhang, W Tobler","Modeling and simulation of traction drive dynamics and control",2001,"J. Mech. Des.","asmedigitalcollection.asme.org","https://asmedigitalcollection.asme.org/mechanicaldesign/article-abstract/123/4/556/445687","https://scholar.google.com/scholar?cites=4713920605325869053&as_sdt=2005&sciodt=2007&hl=en",53,"2021-12-14 16:19:11","","","","",,,,,52,2.60,13,4,20,"This paper presents an analytical model for the simulation of traction drive dynamics and control in ratio change processes. The model systematically incorporates the formulations on the kinematics, dynamics and control characteristics of traction drives. In the model, the …","https://asmedigitalcollection.asme.org/mechanicaldesign/article/123/4/556/445687","https://scholar.google.com/scholar?q=related:_b_Xq9A1a0EJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
3,"D Hrovat, WE Tobler","Model-based predictive anti-jerk control",1991,"J. of the Franklin Institute","","","https://scholar.google.com/scholar?cites=12806623264073709310&as_sdt=2005&sciodt=2007&hl=en",449,"2021-12-14 16:19:11","CITATION","","","",,,,,3,0.10,2,2,30,"","","https://scholar.google.com/scholar?q=related:_vZdmwFEurEJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
2,"WL Bernecker, RT Buve, JR FISHER, H PIETSCHMAN, ...","Handbuch der Geschichte Lateinamerikas, Band 2, Lateinamerika von 1760 bis 1900",1992,"JG Cotta'sche …","","","https://scholar.google.com/scholar?cites=10385433769413242107&as_sdt=2005&sciodt=2007&hl=en",754,"2021-12-14 16:19:11","CITATION","","","",,,,,2,0.07,0,5,29,"","","https://scholar.google.com/scholar?q=related:--w4KP14IJAJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
5,"W Tobler","Febris undulans (bact. abortus Bang) im Kindesalter",1930,"Jahrb. f. Kinderheilk","","","https://scholar.google.com/scholar?cites=1631680238593755583&as_sdt=2005&sciodt=2007&hl=en",701,"2021-12-14 16:19:11","CITATION","","","",,,,,5,0.05,5,1,91,"","","https://scholar.google.com/scholar?q=related:v8lnMIjkpBYJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
5,"HW Tobler","Teil I: Zur Historiographie der mexikanischen Revolution, 1910-1940",1975,"Jahrbuch für Geschichte Lateinamerikas","vr-elibrary.de","https://www.vr-elibrary.de/doi/pdf/10.7788/jbla-1975-0111","https://scholar.google.com/scholar?cites=5358821664946316301&as_sdt=2005&sciodt=2007&hl=en",299,"2021-12-14 16:19:11","PDF","10.7788/jbla-1975-0111","","",,,,,5,0.11,5,1,46,"Versucht man den Zeitraum von 1910 bis zur Gegenwart in eine revolutionäre und eine postrevolutionäre Phase zu gliedern, so stellt sich zunächst das Problem der zeitlichen Limitierung der Revolution im engeren Sinne. In der gleichsam offiziellen Deutung durch die …","https://www.vr-elibrary.de/doi/pdf/10.7788/jbla-1975-0111","https://scholar.google.com/scholar?q=related:DeTKeelbXkoJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
3,"HW Tobler","Alvaro Obregón und die Anfänge der mexikanischen Agrarreform. Agrarpolitik und Agrarkonflikt, 1921–1924",1971,"Jahrbuch für Geschichte Lateinamerikas","vr-elibrary.de","https://www.vr-elibrary.de/doi/pdf/10.7788/jbla-1971-0112","https://scholar.google.com/scholar?cites=9320098508155574849&as_sdt=2005&sciodt=2007&hl=en",396,"2021-12-14 16:19:11","PDF","10.7788/jbla-1971-0112","","",,,,,3,0.06,3,1,50,"Bemüht man sich um eine Erfassung des besonderen Charakters der mexikanischen Revolution, die von der Mehrzahl der mexikanischen und ausländischen Historiker als soziale Revolution verstanden wird, die in ihrem Verlauf die wirtschaftlichen und …","https://www.vr-elibrary.de/doi/pdf/10.7788/jbla-1971-0112","https://scholar.google.com/scholar?q=related:QdpCkjakV4EJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
1,"HW Tobler","Einige Aspekte der Gewalt in der mexikanischen Revolution",1978,"Jahrbuch für Geschichte Lateinamerikas","vr-elibrary.de","https://www.vr-elibrary.de/doi/pdf/10.7788/jbla-1978-0108","https://scholar.google.com/scholar?cites=15415149698754740226&as_sdt=2005&sciodt=2007&hl=en",598,"2021-12-14 16:19:11","PDF","10.7788/jbla-1978-0108","","",,,,,1,0.02,1,1,43,"Wie in allen Revolutionen stellt sich auch ini Falle der mexikanischen Revolution das Problem der Gewalt mit besonderer Eindringlichkeit, scheint doch der Ausbruch manifester Gewalt geradezu ein Kernmerkmal revolutionärer Umbrüche darzustellen^. Das Phänomen …","https://www.vr-elibrary.de/doi/pdf/10.7788/jbla-1978-0108","https://scholar.google.com/scholar?q=related:AgC_Yfqc7dUJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
1,"M Mols, HW Tobler","Mexiko: Bilanz einer Revolution. Revolution und nachrevolutionäre Entwicklung im Lichte der historischen und sozialwissenschaftlichen Forschung",1975,"Jahrbuch für Geschichte Lateinamerikas","vr-elibrary.de","https://www.vr-elibrary.de/doi/pdf/10.7788/jbla-1975-0110","https://scholar.google.com/scholar?cites=12390570706399139359&as_sdt=2005&sciodt=2007&hl=en",600,"2021-12-14 16:19:11","","10.7788/jbla-1975-0110","","",,,,,1,0.02,1,2,46,"Das traditionelle Bild der mexikanischen Revolution wie auch die bislang vorherrschende Einschätzung des gegenwärtigen politischen und sozio-ökonomischen Systems Mexikos werden seit einigen Jahren zunehmend in Frage gestellt. Sowohl im Bereich der …","","https://scholar.google.com/scholar?q=related:HxZIz2gm9KsJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
2,"W Bernecker, HW Tobler","Lateinamerika im 20",1996,"Jahrhundert. Handbuch der Geschichte …","","","https://scholar.google.com/scholar?cites=7527582982661768557&as_sdt=2005&sciodt=2007&hl=en",753,"2021-12-14 16:19:11","CITATION","","","",,,,,2,0.08,1,2,25,"","","https://scholar.google.com/scholar?q=related:bYXUAtdYd2gJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
116,"BT Lazenby, MW Tobler, WE Brown, ...","Density trends and demographic signals uncover the long‐term impact of transmissible cancer in Tasmanian devils",2018,"Journal of Applied …","Wiley Online Library","https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1111/1365-2664.13088","https://scholar.google.com/scholar?cites=13989768762672018457&as_sdt=2005&sciodt=2007&hl=en",61,"2021-12-14 16:19:11","","10.1111/1365-2664.13088","","",,,,,116,38.67,29,4,3,"Monitoring the response of wild mammal populations to threatening processes is fundamental to effective conservation management. This is especially true for infectious diseases, which may have dynamic and therefore unpredictable interactions with their host …","https://besjournals.onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1365-2664.13088","https://scholar.google.com/scholar?q=related:GfTrlJGkJcIJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
170,"MW Tobler, R Cochard, ...","The impact of cattle ranching on large‐scale vegetation patterns in a coastal savanna in Tanzania",2003,"Journal of Applied …","Wiley Online Library","https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1046/j.1365-2664.2003.00816.x","https://scholar.google.com/scholar?cites=3201660392740024570&as_sdt=2005&sciodt=2007&hl=en",71,"2021-12-14 16:19:11","","10.1046/j.1365-2664.2003.00816.x","","",,,,,170,9.44,57,3,18,"Summary 1 The success of large‐scale cattle ranching in African savanna vegetation has often been limited by problems of bush encroachment and disease (in particular trypanosomiasis spread by tsetse flies). Mkwaja Ranch, occupying an area of 462 km2 on …","https://besjournals.onlinelibrary.wiley.com/doi/pdf/10.1046/j.1365-2664.2003.00816.x","https://scholar.google.com/scholar?q=related:-vC0ACqVbiwJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
130,"MW Tobler, A Zúñiga Hartley, ...","Spatiotemporal hierarchical modelling of species richness and occupancy using camera trap data",2015,"Journal of Applied …","Wiley Online Library","https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1111/1365-2664.12399","https://scholar.google.com/scholar?cites=2655498191377957947&as_sdt=2005&sciodt=2007&hl=en",74,"2021-12-14 16:19:11","","10.1111/1365-2664.12399","","",,,,,130,21.67,43,3,6,"Over the last two decades, a large number of camera trap surveys have been carried out around the world and camera traps have been proposed as an ideal tool for inventorying and monitoring medium to large‐sized terrestrial vertebrates. However, few studies have …","https://besjournals.onlinelibrary.wiley.com/doi/pdf/10.1111/1365-2664.12399","https://scholar.google.com/scholar?q=related:O4TGHok52iQJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
2,"Y Fujii, WE Tobler, GM Pitron, T Tibbles, ...","Steady State Hydraulic Valve Fluid Field Estimator Based on Non-Dimensional Artificial Neural Network (NDANN)[J]",2004,"Journal of Computing …","Citeseer","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.1086.1026&rep=rep1&type=pdf","https://scholar.google.com/scholar?cites=13240695866580189038&as_sdt=2005&sciodt=2007&hl=en",244,"2021-12-14 16:19:11","PDF","","","",,,,,2,0.12,0,5,17,"An automatic transmission (AT) hydraulic control system includes many spool-type valves that have highly asymmetric flow geometry. A simplified flow field model based on a lumped geometry is computationally efficient. However, it often fails to account for asymmetric flow …","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.1086.1026&rep=rep1&type=pdf","https://scholar.google.com/scholar?q=related:br9-Cr1mwLcJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
3,"R Golledge, H Couclelis, W Tobler","Preliminary exploration of the anchorpoint hypothesis of spatial cognition",1987,"Journal of Environmental Psychology","","","https://scholar.google.com/scholar?cites=13859501634655748263&as_sdt=2005&sciodt=2007&hl=en",427,"2021-12-14 16:19:11","CITATION","","","",,,,,3,0.09,1,3,34,"","","https://scholar.google.com/scholar?q=related:pwCaUU7XVsAJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
40,"WR Tobler","The hyperelliptical and other new pseudo cylindrical equal area map projections",1973,"Journal of Geophysical Research","Wiley Online Library","https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/JB078i011p01753","https://scholar.google.com/scholar?cites=3583644023811014659&as_sdt=2005&sciodt=2007&hl=en",57,"2021-12-14 16:19:11","","10.1029/JB078i011p01753","","",,,,,40,0.83,40,1,48,"Several, mostly new, finite parameter instances of a special class of map projections are derived, illustrated, and evaluated. It is demonstrated that most of the usual evaluation measures are ordinally equivalent and thus that any one of them suffices. The new …","https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1029/JB078i011p01753","https://scholar.google.com/scholar?q=related:AwC1sECpuzEJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
11,"WD Tobler Jr, KMF Itani","Current status and challenges of laparoscopy in ventral hernia repair",2016,"Journal of Laparoendoscopic & Advanced …","liebertpub.com","https://www.liebertpub.com/doi/abs/10.1089/lap.2016.0095","https://scholar.google.com/scholar?cites=2477752534945886086&as_sdt=2005&sciodt=2007&hl=en",126,"2021-12-14 16:19:11","","10.1089/lap.2016.0095","","",,,,,11,2.20,6,2,5,"Laparoscopic repair of ventral hernias gained strong popularity in the late nineties with some of the early enthusiasm lost later in time. We review the current status and challenges of laparoscopy in ventral hernia repair and best practices in this area. We specifically looked …","","https://scholar.google.com/scholar?q=related:hu_Fhs2-YiIJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
0,"R Albright, J Breneman, R Warnick, W Tobler, J Tew, ...","A PHASE I STUDY OF TREATMENT FOR PATIENTS WITH RELAPSED MALIGNANT GLIOMA USING CONCURRENT PERMANENT I-125 INTERSTITIAL …",2000,"Journal of Neuro-oncology","","","",627,"2021-12-14 16:19:11","CITATION","","","",,,,,0,0.00,0,6,21,"","",""
0,"B Guthikonda, W Tobler, P Theodosopoulos, J Keller","Anatomic study of the chiasmatic sulcus and its surgical implications",2008,"Journal of Neuro-oncology","","","",667,"2021-12-14 16:19:11","CITATION","","","",,,,,0,0.00,0,4,13,"","",""
0,"M Jesin, S Rashewsky, W Tobler, S Agarwal, ...","Poster 79: Racial Disparities in Treatment Outcomes of Head and Neck Fractures",2011,"Journal of Oral and …","joms.org","https://www.joms.org/article/S0278-2391(11)01051-2/fulltext","",312,"2021-12-14 16:19:11","","","","",,,,,0,0.00,0,5,10,"Background Studies have shown racial disparities exist in health care. These disparities have been found throughout the spectrum of health care, including literature in access to care, pain control, oncology, cardiology, transplantation, and trauma, just to name a few …","","https://scholar.google.com/scholar?q=related:UJxrMqgMy9sJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
73,"WR Tobler","Maps and matrices",1967,"Journal of Regional Science","… 350 MAIN STREET, STE 6, MALDEN …","","https://scholar.google.com/scholar?cites=14717664075019716300&as_sdt=2005&sciodt=2007&hl=en",256,"2021-12-14 16:19:11","CITATION","","","",,,,,73,1.35,73,1,54,"","","https://scholar.google.com/scholar?q=related:zAYUq3-lP8wJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
0,"R Buck, S Friedmann, A McMahan, ...","Journal of Solar Energy Engineering",2007,"Journal of Solar …","researchgate.net","https://www.researchgate.net/profile/Wilhelm-Durisch/publication/239402795_Advances_in_Gas-Fired_Thermophotovoltaic_Systems/links/5694d3a708ae425c68974c88/Advances-in-Gas-Fired-Thermophotovoltaic-Systems.pdf","",311,"2021-12-14 16:19:11","PDF","","","",,,,,0,0.00,0,4,14,"Journal of Solar Energy Engineering SOLAR ENERGY DIVISION Editor, ALDO STEINFELD „2009… Assistant to the Editor JUDY MICHEL Associate Editors Fundamentals and Theory M. KRARTI „2007… R. PALUMBO „2010… Solar Optics A. SEGAL „2010… Solar Collectors …","https://www.researchgate.net/profile/Wilhelm-Durisch/publication/239402795_Advances_in_Gas-Fired_Thermophotovoltaic_Systems/links/5694d3a708ae425c68974c88/Advances-in-Gas-Fired-Thermophotovoltaic-Systems.pdf",""
78,"…, GC Velmahos, P Burke, W Tobler","Pain as an indication for rib fixation: a bi-institutional pilot study",2011,"Journal of Trauma …","journals.lww.com","https://journals.lww.com/jtrauma/Fulltext/2011/12000/Pain_as_an_Indication_for_Rib_Fixation__A.46.aspx","https://scholar.google.com/scholar?cites=11129469371119910554&as_sdt=2005&sciodt=2007&hl=en",37,"2021-12-14 16:19:11","","","","",,,,,78,7.80,20,4,10,"Background: In trauma patients, open reduction and internal fixation of rib fractures remain controversial. We hypothesized that patients who have open reduction and internal fixation of rib fractures would experience less pain compared with controls and thus require fewer …","","https://scholar.google.com/scholar?q=related:mj4xNG3Rc5oJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
20,"MW Tobler","New GPS technology improves fix success for large mammal collars in dense tropical forests",2009,"Journal of Tropical Ecology","cambridge.org","https://www.cambridge.org/core/journals/journal-of-tropical-ecology/article/new-gps-technology-improves-fix-success-for-large-mammal-collars-in-dense-tropical-forests/50CB11FDB5424E5B14849E136BC4DF79","https://scholar.google.com/scholar?cites=13758127616837980891&as_sdt=2005&sciodt=2007&hl=en",181,"2021-12-14 16:19:11","","","","",,,,,20,1.67,20,1,12,"There have been few telemetry studies on large and medium-sized mammals from Neotropical lowland forests. This can partly be explained by the difficulty of tracking animals with radio-telemetry in these forests, often in remote areas with poor access due to limited …","https://www.researchgate.net/profile/Mathias-Tobler/publication/232011053_New_GPS_technology_improves_fix_success_for_large_mammal_collars_in_dense_tropical_forests/links/0deec5151f3d198e68000000/New-GPS-technology-improves-fix-success-for-large-mammal-collars-in-dense-tropical-forests.pdf","https://scholar.google.com/scholar?q=related:25IegCyw7r4J:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
276,"MW Tobler, SE Carrillo-Percastegui, ...","Habitat use, activity patterns and use of mineral licks by five species of ungulate in south-eastern Peru",2009,"Journal of Tropical …","cambridge.org","https://www.cambridge.org/core/journals/journal-of-tropical-ecology/article/habitat-use-activity-patterns-and-use-of-mineral-licks-by-five-species-of-ungulate-in-southeastern-peru/93B7B67FA185E123F4057E48D778FBE1","https://scholar.google.com/scholar?cites=6028130515368630777&as_sdt=2005&sciodt=2007&hl=en",56,"2021-12-14 16:19:11","","","","",,,,,276,23.00,92,3,12,"We studied the habitat use, activity patterns and use of mineral licks by five species of Amazonian ungulate using data from four 60-d camera trap surveys at two different sites in the lowland rain forest of Madre de Dios, Peru. Camera traps were set out in two regular …","https://www.academia.edu/download/41068798/ToblerEtAl2009_HabitatUseActivityPatternsUseMineralLicksUngulatesSEPeru.pdf","https://scholar.google.com/scholar?q=related:-Vk97MM4qFMJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
0,"B Robertson, E Neville, M Broering, W Tobler, ...","Multidisciplinary approach to management of severe lymphedema with one-stage radical excision and split-thickness skin grafting: Report of two cases",2020,"Journal of Vascular …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2213333X20300718","",273,"2021-12-14 16:19:11","HTML","","","",,,,,0,0.00,0,5,1,"Surgical intervention for severe lymphedema is reserved for failure of conservative management. The reductive approach aims to remove fibrosclerotic tissue acquired from prolonged lymphatic stasis. One such reductive approach is the modified Charles …","https://www.sciencedirect.com/science/article/pii/S2213333X20300718","https://scholar.google.com/scholar?q=related:e5hBra8sxT0J:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
0,"B Robertson, M Broering, W Tobler, ...","Multidisciplinary Approach to Management of Severe Lymphedema with One-Stage Radical Excision and Split-Thickness Skin Grafting",2019,"Journal of Vascular …","jvsvenous.org","https://www.jvsvenous.org/article/S2213-333X(19)30006-X/abstract","",283,"2021-12-14 16:19:11","","","","",,,,,0,0.00,0,4,2,"Objective Patients with severe lymphedema often experience recurrent cellulitis, ulcerative lesions, and deleterious effects on quality of life. Cumulative damage to extremities may result in limb deformity, creating functional limitations with emotional and psychosocial …","",""
485,"H Couclelis, RG Golledge, N Gale, W Tobler","Exploring the anchor-point hypothesis of spatial cognition",1987,"Journal of environmental …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0272494487800208","https://scholar.google.com/scholar?cites=15439757558676460391&as_sdt=2005&sciodt=2007&hl=en",4,"2021-12-14 16:19:11","","","","",,,,,485,14.26,121,4,34,"The anchor-point hypothesis of spatial cognition, according to which primary nodes or reference points anchor distinct regions in cognitive space, brings together certain frequently reported apparent properties of mental maps: the regionalization and hierarchical …","https://www.academia.edu/download/43655958/Exploring_the_anchor-point_hypothesis_of20160312-28465-1gejxip.pdf","https://scholar.google.com/scholar?q=related:ZxMQP7IJRdYJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
51,"HS Yeh, JM Taha, WD Tobler","Implantation of intracerebral depth electrodes for monitoring seizures using the Pelorus stereotactic system guided by magnetic resonance imaging",1993,"Journal of neurosurgery","thejns.org","https://thejns.org/view/journals/j-neurosurg/78/1/article-p138.xml","https://scholar.google.com/scholar?cites=3318285249646339439&as_sdt=2005&sciodt=2007&hl=en",69,"2021-12-14 16:19:11","","","","",,,,,51,1.82,17,3,28,"✓ The Pelorus stereotactic system guided by magnetic resonance imaging was used to implant intracerebral depth electrodes for monitoring seizure activity. This stereotactic system is frameless and does not require the use of a computer. It is based on the concept of …","","https://scholar.google.com/scholar?q=related:b6WWgNrqDC4J:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
2,"W Tobler","Shooth pyCnOphylactic interpOlatiOn forgeographicregions",1979,"Journal of the American","","","https://scholar.google.com/scholar?cites=14293975498566665800&as_sdt=2005&sciodt=2007&hl=en",503,"2021-12-14 16:19:11","CITATION","","","",,,,,2,0.05,2,1,42,"","","https://scholar.google.com/scholar?q=related:SAY0tPtmXsYJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
2,"WR TOBLER","Jacques Bertin",1968,"Journal of the American Statistic Association","","","https://scholar.google.com/scholar?cites=14885170921986214415&as_sdt=2005&sciodt=2007&hl=en",549,"2021-12-14 16:19:11","CITATION","","","",,,,,2,0.04,2,1,53,"","","https://scholar.google.com/scholar?q=related:D0r2qRbAks4J:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
866,"WR Tobler","Smooth pycnophylactic interpolation for geographical regions",1979,"Journal of the American Statistical Association","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/01621459.1979.10481647","https://scholar.google.com/scholar?cites=9498328247475352642&as_sdt=2005&sciodt=2007&hl=en",3,"2021-12-14 16:19:11","","10.1080/01621459.1979.10481647","","",,,,,866,20.62,866,1,42,"Census enumerations are usually packaged in irregularly shaped geographical regions. Interior values can be interpolated for such regions, without specification of “control points,” by using an analogy to elliptical partial differential equations. A solution procedure is …","https://www.jstor.org/stable/pdf/2286968.pdf","https://scholar.google.com/scholar?q=related:QrTTfjfX0IMJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
132,"D Hrovat, WE Tobler","Bond graph modeling of automotive power trains",1991,"Journal of the Franklin Institute","Elsevier","https://www.sciencedirect.com/science/article/pii/0016003291900466","https://scholar.google.com/scholar?cites=4214656774189124398&as_sdt=2005&sciodt=2007&hl=en",25,"2021-12-14 16:19:11","","","","",,,,,132,4.40,66,2,30,"This paper starts with a development of a simple, basic bond graph model of automotive power trains. The model contains key components needed to reproduce the dominant (shuffle) mode oscillations that are often observed in manual transmission vehicles. The …","","https://scholar.google.com/scholar?q=related:Lou8gwF4fToJ:scholar.google.com/&scioq=author:%22w*+tobler%22&hl=en&as_sdt=2007"
