"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"T2SHIG9M","journalArticle","1964","Berry, Brian J. L.; Morrill, Richard L.; Tobler, Waldo R.","Geographical Ordering of Information: New Opportunities.","The Professional Geographer","","0033-0124, 1467-9272","10/c6zcd9","http://www.tandfonline.com/doi/abs/10.1111/j.0033-0124.1964.039_q.x","","1964-07","2020-04-14 08:44:14","2021-02-09 13:41:29","2020-04-13 20:10:30","39-44","","4","16","","The Professional Geographer","GEOGRAPHIC ORDERING OF INFORMATION","","","","","","","en","","","","","DOI.org (Crossref)","CC26","","<p>Attention erreur dans tableau Colette volume XVI</p> <p>OK CC<br />Erreur corrigée dans les prochains envois</p>; <p>Information complémentaire CC :</p> <p>Sous le titre, on a le texte suivant :</p> <p>Report of the geographic coding, census advisory committee, Association of American geographers</p>; <p style=""text-align: justify;"">Résumé C. Reymond-Cauvin, 06/06/2020</p> <p style=""text-align: justify;"">Cet article explique la nécessité de disposer de base de données localisées tant pour les lieux que pour les régions (zones) et montre l'état en 1964. Les avantages sont au nombre de 6 : facilite la production des cartes par ordinateur, permet les partitions et les agrégations, la fusion de données, les transformations des espaces géographiques, l'utilisation des statistiques et la possibilité d'analyse à toutes étapes. Cependant de nouveaux problèmes apparaissent.</p>","","","CC-Modelisation mathématique; CC-SIG (GIS); LocCC-OKleinpdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CHY3H69T","journalArticle","1991","Kumler, Mark P.; Tobler, Waldo R.","Three World Maps on a Moebius Strip","Cartography and Geographic Information Systems","","1050-9844","10/b22784","https://www.tandfonline.com/doi/full/10.1559/152304091783786781","","1991-01","2020-04-14 08:44:14","2021-02-09 13:41:29","2020-04-13 19:37:58","275-276","","4","18","","Cartography and Geographic Information Systems","","","","","","","","en","","","","","DOI.org (Crossref)","CC126","","<p>Remarque C. Reymond-Cauvin, 12/05/2020</p> <p>En 1961, l'article ne contient que la description </p>; <p>Résumé C. Reymond-Cauvin, 05/05/2020</p> <p><span style=""font-size: 11.0pt; line-height: 107%; font-family: 'Calibri',sans-serif;"">Définition du ruban de Möbius : ""Un papier rectangulaire suffisamment long et étroit est plié, courbé et tordu si bien que les deux côtés plus courts puissent être collés ensemble de la manière souhaitée"". Mais concrètement cela serait trop rigide. Pour la produire selon une bande flexible sans trop de distorsions, il a été décidé de produire 3 mondes. </span></p> <p><span style=""font-size: 11.0pt; line-height: 107%; font-family: 'Calibri',sans-serif;"">C'est cette carte qui différencie l'article de 1991 de celui de 1961 (CC7)<br /></span></p>","","","LocCC-RRWT; CC-Image, carte, etc.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z3BBIHH7","conferencePaper","1986","Chen, Zi-Tan; Tobler, Waldo R.","Quadtree Representations of Digital Terrain","Proceedings","","","","https://www.yumpu.com/en/document/read/17860413/quadtree-representations-of-digital-terrain","Quadtree Representations of Digital Read more about quadtree, terrain, node, ruled, nodes and quadric.","1986","2020-05-11 15:22:54","2021-02-09 13:41:29","2020-05-11 15:22:54","475–484","","","","","","","","","","","","London, GB","en","","","","","","CC109","","","","","⛔ No DOI found; CC-SIG (GIS); LocCC-OKleinpdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Auto Carto London: International Conference on the Acquisition, Management and Presentation of Spatial Data","","","","","","","","","","","","","","",""
"SJYH4VRK","journalArticle","1979","Tobler, W. R.","A Geographical Migration Probability Density Function","Ontario Geography","","","","https://www.researchgate.net/publication/252014625_A_geographical_migration_probability_density_function","","1979","2020-05-09 11:51:16","2021-02-09 13:41:29","","41-46","","","","","","","","","","","","","en","","","","","","CC86","","<p>Résumé C. Reymond-Cauvin, 09/05/2020</p> <p style=""text-align: justify;"">L'auteur explique comment on peut obtenir une fonction de densité probabiliste de migration à partir des tableaux classiques ""de-vers"". Pour le graphique, on peut au départ construire une ""rose"" en effectuant une translation vers une origine commune de toutes les lignes/vecteurs de la matrices. Le tableau normalisé en ligne est utilisé pour les prévisions probabilistes de mouvements de population. Il est clair que ces vecteurs de probabilité sont liés aux champs de densité de probabilité de migration géographique. Si nous additionnons toutes les lignes d'un tableau de migration, puis divisons chaque entrée par le nombre total de migrations, nous obtenons un vecteur de probabilité unique qui est la moyenne de tous les vecteurs individuels de migration de sortie</p> <p style=""text-align: justify;"">Il est bien sûr possible de convertir un vecteur de probabilité à une seule ligne (ou colonne) en une densité de probabilité géographiquement dispersée. Une alternative consiste à utiliser directement les données des régions d'agrégation, puis à les interpoler pour obtenir une fonction de densité de probabilité géographiquement continue.</p>","","","Migrations; ⛔ No DOI found; LocCC-CDMP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DGY8RNVG","journalArticle","1973","Tobler, Waldo R.","The hyperelliptical and other new pseudo cylindrical equal area map projections","Journal of Geophysical Research (1896-1977)","","2156-2202","10/c7qkjn","https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/JB078i011p01753","Several, mostly new, finite parameter instances of a special class of map projections are derived, illustrated, and evaluated. It is demonstrated that most of the usual evaluation measures are ordinally equivalent and thus that any one of them suffices. The new projections are shown to be at least as good as existing projections and appear otherwise advantageous.","1973","2020-04-14 08:44:14","2021-02-09 13:41:29","2020-04-13 19:56:18","1753-1759","","11","78","","","","","","","","","","en","Copyright 1973 by the American Geophysical Union.","","","","Wiley Online Library","CC59","","","","","CC-Systeme_projection; LocCC-CDMP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZGF9SVFF","journalArticle","1973","Tobler, Waldo R.","Choropleth Maps Without Class Intervals?","Geographical Analysis","","1538-4632","10/dd8hp6","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1538-4632.1973.tb01012.x","","1973","2020-04-14 08:44:14","2021-02-09 13:41:29","2020-04-13 19:59:07","262-265","","3","5","","","","","","","","","","en","1973 The Ohio State University","","","","Wiley Online Library","CC61","","<p>Résumé C. Reymond-Cauvin, 05/05/2020</p> <p><span style=""font-size: 11.0pt; line-height: 106%; font-family: 'Calibri',sans-serif;"">Le problème des cartes choroplèthes et du découpage en  classes est avant tout une question de généralisation. Pour Tobler, comme pour les images TV ou autres qui présentent des niveaux de gris (et non des classes), pourquoi ne pas produire des cartes sans classes puisque la technique le permet désormais.</span></p>","","","LocCC-CDSC; CC-Généralisation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NPF36PW5","journalArticle","1979","Tobler, Waldo R.","Lattice Tuning","Geographical Analysis","","1538-4632","10/bb7k6w","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1538-4632.1979.tb00671.x","A method of spatial interpolation from an arbitrary arrangement of numerical observations is derived, with examples shown as contour maps. The fit to the original data and the smoothness of the resulting lattice values are optimized simultaneously by an iterative numerical technique. The algorithm does not require specification of distance dependent influence functions.","1979","2020-04-14 08:44:14","2021-02-09 13:41:28","2020-04-13 20:00:44","36-44","","1","11","","","","","","","","","","en","1979 The Ohio State University","","","","Wiley Online Library","CC84","","","","","LocCC-CDSA; CC-Lissage, interpolation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U39NH8M5","conferencePaper","1990","Tobler, W. R.","GIS Transformations","Proceedings,","","","","","","1990","2020-05-12 13:25:04","2021-02-09 13:41:24","","163-166","","","1","","","","","","","","","Anaheim","en","","","","","","CC124","","<p>Résumé C. Reymond-Cauvin, 12/05/2020</p> <p>Conférence précisant tous les types de transformations possibles dans les SIG avec exemples mais ces derniers ne sont pas présents dans le texte des Proceedings</p>","","","⛔ No DOI found; CC-SIG (GIS); LocCC-CDSA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","National Computer Graphics Association Conference,","","","","","","","","","","","","","","",""
"IT5XZYLZ","conferencePaper","1992","Tobler, W.","Preliminary Representation of World Population by Spherical Harmonics","Proceedings","","","","; https://doi.org/10.1073/pnas.89.14.6262","The geographical arrangement of people on the surface of the earth is approximated by a mathematical equation of 361 terms. This is a convenient form for comparison with other distributions and for use in global change studies, and it has other advantages, but it must be considered preliminary because of data limitations.","1992","2020-05-12 13:38:00","2021-02-09 13:41:24","","6262–6264.","","","89: 14","","","","","","","","","","en","","","","","","CC127","","","","","⛔ No DOI found; LocCC-CDSA; CC-Lissage, interpolation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","National Academy of Sciences","","","","","","","","","","","","","","",""
"D2K5FFXT","journalArticle","2002","Tobler, W. R.","Global Spatial Analysis","Computers, Environment, and Urban Systems","","","10/dc3s8m","https://doi.org/10.1016/S0198-9715(02)00017-0","","2002","2020-05-14 13:22:43","2021-02-09 13:41:24","","493-500","","6","26","","","","","","","","","","en","","","","","","CC148","","<p>Résumé C. Reymond-Cauvin, 14/05/2020</p> <p> </p> <p><span style=""font-size: 11.0pt; line-height: 106%; font-family: 'Calibri',sans-serif;"">L'auteur regrette que la plupart des ouvrages et des études portant sur la terre considère cette terre comme une surface plane et ne tienne pas compte de sa courbure. Ceci est d'autant plus regrettable que l'on s'intéresse actuellement à des problèmes ""globaux"". Quelques directions de recherche sont données pour prendre en compte la courbure de la terre.</span></p>","","","LocCC-CDSA; CC-Cartogramme","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HBCN5JHH","journalArticle","2001","Tobler, W. R.","Spherical Measures without Spherical Trigonometry","Solstice: An Electronic Journal of Geography and Mathematics","","1059-5325","","http://hdl.handle.net/2027.42/58303","The purpose of Solstice is to promote interaction between geography and mathematics. Articles in which elements of one discipline are used to shed light on the other are particularly sought. Also welcome, are original contributions that are purely geographical or purely mathematical. These may be prefaced (by editor or author) with commentary suggesting directions that might lead toward the desired interaction. Contributed articles will be refereed by geographers and/or mathematicians. Invited articles will be screened by suitable members of the editorial board. IMaGe is open to having authors suggest, and furnish material for, new regular features.","2001","2020-05-14 12:51:52","2021-02-09 13:41:24","","","","2","12","","","","","","","","","","en","","","","","","CC145","","<p>Résumé C. Reymond-Cauvin, 14/05/2020</p> <p><span style=""font-size: 11.0pt; line-height: 106%; font-family: 'Calibri',sans-serif;"">Tobler montre comment on peut calculer les distances et les directions sur une sphère sans être obligé de connaître les formules en trigonométrie sphérique.</span></p>","","","CC-Systeme_projection; ⛔ No DOI found; LocCC-CDSC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HHBVNDI2","journalArticle","1997","Tobler, Waldo","Introductory Comments on Information Theory and Cartography","Cartographic Perspectives","","1048-9053","10/ghz78q","https://cartographicperspectives.org/index.php/journal/article/view/cp27-tobler","","1997-06-01","2020-05-13 20:33:31","2021-02-09 13:41:23","2020-05-13 20:33:31","4-7","","27","","","","","","","","","","","en","Copyright (c)","","","","cartographicperspectives.org","CC138","","<p>Résumé C. Reymond-Cauvin, 14/05/2020</p> <p style=""text-align: justify;"">La théorie de l'information permet de mesurer la quantité de l'information contenue dans un message sur une carte mais ne donne rien sur la le contenu, la qualité et la véracité de ce message. L'entropie peut servir à mesurer le nombre de grisés distinguable sur une carte.</p>; <p>Texte repris plus officiellement à partir d'un enseignement sous forme de conférence en 1970, voir CC272</p>","","","CC-SIG (GIS); LocCC-CDSC","cartography; information theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AFVTNXCE","journalArticle","1997","Veregin, Howard; Tobler, Waldo R.","Allometric relationships in the structure of street-level databases","Computers, Environment and Urban Systems","","0198-9715","10/bbjmsz","http://www.sciencedirect.com/science/article/pii/S0198971597000124","This study examines the relationship between the size of U.S. cities and the size of street-level databases containing information on the urban street network. Models deduced from work in two research domains, allometric theory and spatial database theory, are calibrated using regression analysis based on data for 240 Census Bureau Dual Independent Map Encoding (DIME) files for the 1980 U.S. census of population. The predictive power of the derived regression models is high (r2 > .85), indicating that file size is closely correlated with urban area and population. The derived relationships may be useful in a variety of theoretical and applied contexts, including prediction of file size to enhance the efficiency of digital data encoding and transfer, estimation of execution time for spatial models such as shortest path and polygon overlay, and provision of base data necessary for fractal models of city structure and evolution.","1997-05-01","2020-05-13 19:57:34","2021-02-09 13:41:23","2020-05-13 19:57:34","277-290","","3","21","","Computers, Environment and Urban Systems","","Remote Sensing of Urban Systems","","","","","","en","","","","","ScienceDirect","CC296","","","C:\Users\cplume01\Zotero\storage\WKDDLLXM\S0198971597000124.html","","CC-SIG (GIS); LocCC-OKleinpdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GX7QPSSS","journalArticle","2005","Tobler, W. R.","Estimating Potentials from Asymmetry","Solstice : A refereed Electronic Journal of Geography and Mathematics","","1059-5325","","","","2005","2020-05-14 13:32:54","2021-02-09 13:41:23","","","","2","16","","","","","","","","","","en","","","","","","CC152","","<p>Article à partir de "" a talk given in Redondo Beach, CA--1005."" CC153</p> <p>Texte accessible à</p> <p><a href=""https://www.geog.ucsb.edu/~tobler/presentations/Asymmetry-to-potentials.pdf"">https://www.geog.ucsb.edu/~tobler/presentations/Asymmetry-to-potentials.pdf</a></p>; <p>Résumé C. Reymond-Cauvin, 14/05/2020</p> <p><span style=""font-size: 11.0pt; line-height: 107%; font-family: 'Calibri',sans-serif;"">L'analyse de réseau repose souvent sur des matrices de connexions. Un tableau de ce type peut être décomposé en deux composantes. La partie asymétrique est particulièrement intéressante car elle permet de voir les patterns d'influence. Deux applications dont données dont l'une est géographique.</span></p> <p><span style=""font-size: 11.0pt; line-height: 107%; font-family: 'Calibri',sans-serif;"">Résumé identique à CC153</span></p>","","","LocCC-CDSH; ⛔ No DOI found; CC-Modelisation (mouvement)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WSQZRSBL","journalArticle","1997","Tobler, Waldo; Deichmann, Uwe; Gottsegen, Jon; Maloy, Kelly","World population in a grid of spherical quadrilaterals","International Journal of Population Geography","","1099-1220","10/c2td4q","https://onlinelibrary.wiley.com/doi/abs/10.1002/%28SICI%291099-1220%28199709%293%3A3%3C203%3A%3AAID-IJPG68%3E3.0.CO%3B2-C","We report on a project that converted subnational population data to a raster of cells on the earth. We note that studies using satellites as collection devices yield results indexed by latitude and longitude. Thus it makes sense to assemble the terrestrial arrangement of people in a compatible manner. This alternative is explored here, using latitude/longitude quadrilaterals as bins for population information. This format also has considerable advantages for analytical studies. Ways of achieving the objective include, among others, simple centroid sorts, interpolation, or gridding of polygons. The results to date of putting world boundary coordinates together with estimates of the number of people are described. The estimated 1994 population of 219 countries, subdivided into 19,032 polygons, has been assigned to over six million five minute by five minute quadrilaterals covering the world. These results are available over the Internet. The grid extends from latitude 57°S to 72°N, and covers 360° of longitude. Just under 31% of the (1548 by 4320) grid cells are populated. The number of people in these countries is estimated to be 5.6 billion, spread over 132 million km2 of land. Extensions needed include continuous updating, additional social variables, improved interpolation methods, correlation with global change studies, and more detailed information for some parts of the world. © 1997 John Wiley & Sons, Ltd.","1997","2020-05-13 20:37:20","2021-02-09 13:41:23","2020-05-13 20:37:20","203-225","","3","3","","","","","","","","","","en","Copyright © 1997 John Wiley & Sons, Ltd.","","","","Wiley Online Library","CC141","","","","","CC-BDL; LocCC-CDMV","five-minute quadrilaterals; raster; world population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
